,protocol_type,service,flag,src_bytes,dst_bytes,count,srv_count,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,labels
68103,1,36,5,0,0,294,13,1.0,1.0,0.04,0.05,6,0.02,0.08,0.0,0.0,1.0,1.0,0.0,0
68104,2,49,9,1,0,33,4,0.0,0.0,0.12,0.12,33,0.13,0.57,0.57,0.0,0.0,0.0,0.43,1
68105,1,33,5,0,0,62,11,1.0,1.0,0.18,0.1,13,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0
68106,2,12,9,43,79,28,28,0.0,0.0,1.0,0.0,63,0.61,0.02,0.01,0.0,0.0,0.0,0.0,4
68107,2,12,9,43,121,10,30,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68108,1,24,9,308,942,2,2,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,4
68109,2,12,9,46,82,220,219,0.0,0.0,1.0,0.01,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,4
68110,1,16,5,0,0,142,13,1.0,1.0,0.09,0.06,13,0.05,0.06,0.0,0.0,1.0,1.0,0.0,0
68111,1,54,9,1611,325,1,3,0.0,0.0,1.0,0.0,60,0.81,0.05,0.01,0.0,0.0,0.0,0.0,4
68112,2,12,9,43,93,2,2,0.0,0.0,1.0,0.0,227,1.0,0.0,1.0,0.01,0.0,0.0,0.0,4
68113,1,49,1,0,0,262,1,0.0,0.0,0.0,0.06,1,0.0,0.06,0.0,0.0,0.0,0.0,1.0,0
68114,1,59,1,0,0,234,3,0.0,0.0,0.01,0.06,3,0.01,0.07,0.0,0.0,0.0,0.0,1.0,0
68115,1,49,1,0,0,263,1,0.1,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.1,0.0,0.89,1
68116,1,24,9,303,757,21,23,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68117,1,30,5,0,0,106,17,1.0,1.0,0.16,0.07,11,0.04,0.06,0.0,0.0,1.0,1.0,0.0,0
68118,1,20,9,1339,0,1,1,0.0,0.0,1.0,0.0,118,0.46,0.03,0.46,0.0,0.0,0.0,0.0,4
68119,1,24,9,224,1423,8,24,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68120,1,24,9,210,3088,6,6,0.0,0.0,1.0,0.0,255,1.0,0.0,0.05,0.02,0.0,0.0,0.0,4
68121,1,49,5,0,0,119,9,1.0,1.0,0.08,0.06,10,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0
68122,1,35,1,0,0,1,1,0.0,0.0,1.0,0.0,2,0.03,1.0,0.03,1.0,0.0,0.0,0.89,1
68123,1,20,5,0,0,14,6,1.0,1.0,0.43,0.14,56,0.22,0.02,0.01,0.0,1.0,1.0,0.0,0
68124,2,44,9,145,105,4,2,0.0,0.0,0.5,0.5,2,0.01,0.53,0.9,0.0,0.0,0.0,0.0,4
68125,1,49,5,0,0,237,3,1.0,1.0,0.01,0.06,9,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0
68126,1,8,5,0,0,185,12,1.0,1.0,0.06,0.06,12,0.05,0.05,0.0,0.0,1.0,1.0,0.0,0
68127,1,24,9,276,6042,13,13,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,4
68128,1,49,5,0,0,35,13,1.0,1.0,0.37,0.11,13,0.05,0.09,0.0,0.0,1.0,1.0,0.0,0
68129,1,24,9,204,1030,4,4,0.25,0.25,1.0,0.0,255,1.0,0.0,0.25,0.05,0.25,0.0,0.0,4
68130,2,44,9,147,105,5,2,0.0,0.0,0.4,0.6,2,0.01,0.84,1.0,0.0,0.0,0.0,0.0,4
68131,1,24,9,302,2698,4,10,0.0,0.0,1.0,0.0,247,0.97,0.01,0.0,0.0,0.0,0.0,0.0,4
68132,1,24,9,194,1336,10,10,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,4
68133,1,24,9,254,2467,1,1,0.0,0.0,1.0,0.0,249,0.98,0.01,0.0,0.0,0.0,0.0,0.0,4
68134,1,24,9,369,238,3,5,0.0,0.0,1.0,0.0,255,1.0,0.0,0.33,0.04,0.0,0.0,0.0,4
68135,1,24,9,312,2081,6,6,0.0,0.0,1.0,0.0,255,1.0,0.0,0.02,0.01,0.0,0.0,0.0,4
68136,1,54,9,2695,334,1,2,0.0,0.0,1.0,0.0,192,0.95,0.04,0.01,0.01,0.03,0.02,0.0,4
68137,1,63,5,0,0,264,8,1.0,1.0,0.03,0.06,8,0.03,0.09,0.0,0.0,1.0,1.0,0.0,0
68138,1,49,5,0,0,120,7,1.0,1.0,0.06,0.06,20,0.08,0.06,0.0,0.0,1.0,1.0,0.0,0
68139,1,58,5,0,0,103,8,1.0,1.0,0.08,0.05,8,0.03,0.05,0.0,0.0,1.0,1.0,0.0,0
68140,1,24,9,199,626,17,23,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68141,2,49,9,28,0,19,19,0.0,0.0,1.0,0.0,19,0.07,0.02,0.07,0.0,0.0,0.0,0.72,0
68142,1,24,9,243,7332,15,20,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68143,1,24,9,205,3433,25,25,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68144,1,49,5,0,0,180,1,1.0,1.0,0.01,0.07,16,0.06,0.06,0.0,0.0,1.0,1.0,0.0,0
68145,1,54,9,1381,387,1,1,0.0,0.0,1.0,0.0,60,0.24,0.02,0.0,0.0,0.55,0.0,0.0,4
68146,1,24,9,217,363,4,4,0.0,0.0,1.0,0.0,255,1.0,0.0,0.06,0.02,0.0,0.0,0.0,4
68147,1,54,7,738,332,1,2,1.0,0.5,1.0,0.0,154,0.82,0.07,0.04,0.02,0.04,0.01,0.0,4
68148,0,15,9,520,0,318,318,0.0,0.0,1.0,0.0,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
68149,2,12,9,45,111,51,266,0.0,0.0,1.0,0.0,200,0.86,0.02,0.86,0.01,0.0,0.0,0.1,4
68150,1,24,9,149,44324,1,1,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68151,0,14,9,8,0,1,42,0.0,0.0,1.0,0.0,39,1.0,0.0,1.0,0.51,0.0,0.0,0.0,1
68152,1,24,9,233,636,1,2,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.01,0.0,0.01,0.0,4
68153,1,24,9,224,422,2,2,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68154,1,24,9,376,4291,3,4,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68155,1,24,9,316,267,5,5,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68156,1,49,1,0,0,1,1,0.0,0.0,1.0,0.0,2,0.05,1.0,0.05,1.0,0.0,0.0,0.89,1
68157,1,24,9,281,11580,24,52,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68158,1,24,9,233,1415,11,14,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68159,1,24,9,203,1313,8,8,0.0,0.0,1.0,0.0,255,1.0,0.0,0.12,0.05,0.0,0.0,0.0,4
68160,1,18,5,0,0,10,4,1.0,1.0,0.4,0.3,64,0.26,0.02,0.0,0.0,1.0,1.0,0.0,0
68161,1,20,9,19,0,1,1,0.0,0.0,1.0,0.0,43,0.23,0.03,0.23,0.05,0.0,0.0,0.0,4
68162,1,24,9,226,2278,3,4,0.33,0.25,1.0,0.0,255,1.0,0.0,0.0,0.0,0.01,0.01,0.0,4
68163,1,54,9,1822,375,1,2,0.0,0.0,1.0,0.0,122,0.63,0.02,0.01,0.0,0.0,0.0,0.0,4
68164,1,24,9,201,1660,20,43,0.0,0.02,1.0,0.0,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,4
68165,0,14,9,8,0,1,15,0.0,0.0,1.0,0.0,16,1.0,0.0,1.0,0.5,0.0,0.0,0.0,1
68166,1,16,5,0,0,145,8,1.0,1.0,0.06,0.06,8,0.03,0.06,0.0,0.0,1.0,1.0,0.0,0
68167,0,14,9,30,0,2,1,0.0,0.0,0.5,1.0,35,0.14,0.01,0.65,0.0,0.0,0.0,0.0,4
68168,1,19,9,324,1043,1,1,0.0,0.0,1.0,0.0,21,0.25,0.06,0.01,0.0,0.0,0.0,0.01,4
68169,1,49,5,0,0,177,4,1.0,1.0,0.02,0.06,4,0.02,0.05,0.0,0.0,1.0,1.0,0.0,0
68170,1,24,9,327,12991,4,4,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68171,1,24,9,320,1408,3,3,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68172,1,24,9,148,11667,2,2,0.0,0.0,1.0,0.0,29,1.0,0.0,0.5,0.21,0.0,0.0,0.0,4
68173,0,15,9,520,0,122,122,0.0,0.0,1.0,0.0,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
68174,1,24,9,301,195,1,12,0.0,0.0,1.0,0.0,255,1.0,0.0,0.12,0.06,0.0,0.01,0.0,4
68175,1,29,5,0,0,231,13,1.0,1.0,0.06,0.07,13,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0
68176,0,15,9,1032,0,511,511,0.0,0.0,1.0,0.0,62,0.24,0.04,0.24,0.0,0.18,0.0,0.02,0
68177,1,37,1,0,0,214,3,0.0,0.0,0.01,0.07,3,0.01,0.07,0.0,0.0,0.0,0.0,1.0,0
68178,1,44,9,59,0,17,1,0.06,0.0,0.06,0.88,1,0.01,0.13,0.23,0.0,0.01,0.0,0.0,4
68179,1,30,5,0,0,8,3,1.0,1.0,0.38,0.38,3,0.01,0.08,0.0,0.0,1.0,1.0,0.0,0
68180,2,44,9,1,0,40,7,0.0,0.0,0.17,0.1,7,0.03,0.07,1.0,0.0,0.0,0.0,0.0,1
68181,1,54,9,2042,382,1,1,0.0,0.0,1.0,0.0,88,0.35,0.28,0.0,0.0,0.28,0.0,0.0,4
68182,2,49,9,105,146,1,1,0.0,0.0,1.0,0.0,17,0.81,0.1,0.05,0.0,0.0,0.0,0.0,4
68183,1,49,5,0,0,89,20,1.0,1.0,0.22,0.06,17,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0
68184,2,44,9,147,0,3,1,0.0,0.0,0.33,0.67,1,0.0,0.63,0.93,0.0,0.0,0.0,0.0,4
68185,1,5,5,0,0,219,2,1.0,1.0,0.01,0.06,19,0.07,0.06,0.0,0.0,1.0,1.0,0.0,0
68186,1,24,9,249,1541,1,26,0.0,0.0,1.0,0.0,255,1.0,0.0,0.04,0.05,0.0,0.0,0.0,4
68187,1,49,1,0,0,1,1,0.0,0.0,1.0,0.0,2,0.04,1.0,0.04,1.0,0.0,0.0,0.88,1
68188,0,14,9,8,0,1,50,0.0,0.0,1.0,0.0,61,1.0,0.0,1.0,0.51,0.0,0.0,0.0,1
68189,1,49,5,0,0,275,11,1.0,1.0,0.04,0.06,7,0.03,0.06,0.0,0.0,1.0,1.0,0.0,0
68190,0,14,9,8,0,1,12,0.0,0.0,1.0,0.0,105,1.0,0.0,1.0,0.5,0.0,0.0,0.0,1
68191,1,24,9,224,809,3,3,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68192,1,24,9,313,403,6,6,0.0,0.0,1.0,0.0,255,1.0,0.0,0.17,0.04,0.0,0.0,0.0,4
68193,1,2,4,0,0,367,2,0.0,0.0,0.01,0.52,2,0.01,0.52,1.0,0.0,0.0,0.0,1.0,1
68194,1,20,9,334,0,2,2,0.0,0.0,1.0,0.0,69,0.27,0.13,0.37,0.0,0.02,0.01,0.0,2
68195,1,20,9,567,0,1,1,0.0,0.0,1.0,0.0,23,0.11,0.03,0.11,0.0,0.01,0.0,0.0,4
68196,1,24,9,264,695,31,33,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.1,0.0,0.0,0.32,4
68197,1,24,9,296,1227,3,3,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68198,1,49,5,0,0,252,5,1.0,1.0,0.02,0.06,14,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0
68199,1,20,9,334,0,1,1,0.0,0.0,1.0,0.0,26,1.0,0.0,1.0,0.08,0.0,0.0,0.0,2
68200,1,20,9,12165,0,2,3,0.0,0.0,1.0,0.0,8,0.15,0.08,0.15,0.0,0.0,0.0,0.0,4
68201,2,49,9,1,0,8,1,0.0,0.0,0.12,0.25,36,0.14,0.34,0.84,0.0,0.02,0.0,0.15,1
68202,1,41,1,0,0,117,11,0.0,0.0,0.09,0.07,11,0.04,0.07,0.0,0.0,0.0,0.0,1.0,0
68203,1,49,1,0,0,179,16,0.0,0.0,0.09,0.07,16,0.06,0.07,0.0,0.0,0.0,0.0,1.0,0
68204,2,49,9,1,0,29,3,0.0,0.0,0.1,0.1,8,0.03,0.81,0.21,0.0,0.16,0.0,0.64,1
68205,1,20,9,383,0,2,2,0.0,0.0,1.0,0.0,46,1.0,0.0,1.0,0.04,0.0,0.02,0.0,4
68206,1,24,9,260,2721,6,7,0.0,0.0,1.0,0.0,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,4
68207,1,60,5,0,0,52,12,1.0,1.0,0.23,0.08,52,0.2,0.03,0.01,0.0,1.0,1.0,0.0,0
68208,0,65,9,78,0,47,2,0.0,0.0,0.04,0.04,2,0.01,0.02,0.02,0.0,0.0,0.0,0.0,4
68209,1,24,9,321,506,2,4,0.0,0.0,1.0,0.0,255,1.0,0.0,0.5,0.03,0.0,0.01,0.0,4
68210,1,44,5,0,0,511,1,0.14,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.19,1.0,0.81,1
68211,1,41,1,0,0,105,2,0.0,0.0,0.02,0.08,2,0.01,0.07,0.0,0.0,0.0,0.0,1.0,0
68212,1,54,9,2454,334,1,1,0.0,0.0,1.0,0.0,75,0.66,0.04,0.01,0.0,0.0,0.0,0.0,4
68213,1,24,9,240,5291,1,6,0.0,0.0,1.0,0.0,255,1.0,0.0,0.11,0.04,0.0,0.0,0.0,4
68214,1,24,9,234,1023,7,8,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,4
68215,1,49,5,0,0,228,18,1.0,1.0,0.08,0.06,17,0.07,0.09,0.0,0.0,1.0,1.0,0.0,0
68216,2,12,9,44,113,1,6,0.0,0.0,1.0,0.0,54,0.95,0.04,0.02,0.0,0.0,0.0,0.0,4
68217,2,44,9,147,0,3,1,0.0,0.0,0.33,0.67,2,0.01,0.65,0.87,0.0,0.0,0.0,0.0,4
68218,1,24,9,205,3591,20,20,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68219,1,20,5,0,0,17,3,1.0,1.0,0.18,0.24,24,0.09,0.06,0.0,0.0,1.0,1.0,0.0,0
68220,1,2,5,0,0,223,2,1.0,1.0,0.01,0.06,19,0.07,0.08,0.0,0.0,1.0,1.0,0.0,0
68221,1,24,1,0,0,1,1,0.0,0.0,1.0,0.0,230,1.0,0.0,0.06,0.15,0.0,0.0,1.0,4
68222,1,24,9,305,2013,2,2,0.0,0.0,1.0,0.0,234,0.92,0.01,0.0,0.0,0.0,0.0,0.0,4
68223,1,54,9,1516,333,1,1,0.0,0.0,1.0,0.0,170,0.61,0.02,0.0,0.01,0.0,0.0,0.04,4
68224,1,24,9,192,315,2,3,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68225,0,14,9,8,0,1,34,0.0,0.0,1.0,0.0,148,1.0,0.0,1.0,0.25,0.0,0.0,0.0,1
68226,2,44,9,1,0,25,8,0.0,0.0,0.32,0.12,8,0.03,0.08,0.2,0.0,0.0,0.0,0.71,1
68227,1,49,1,0,0,112,5,0.0,0.0,0.04,0.08,5,0.02,0.08,0.0,0.0,0.0,0.0,1.0,0
68228,1,24,9,248,851,42,42,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68229,1,63,5,0,0,226,14,1.0,1.0,0.06,0.07,17,0.07,0.06,0.0,0.0,1.0,1.0,0.0,0
68230,1,49,1,0,0,199,1,0.07,0.0,0.01,0.99,1,0.0,0.79,0.0,0.0,0.05,0.0,0.69,1
68231,1,36,1,0,0,102,19,0.0,0.0,0.19,0.07,13,0.05,0.07,0.0,0.0,0.0,0.0,1.0,0
68232,0,15,9,1032,0,511,511,0.0,0.0,1.0,0.0,180,0.71,0.01,0.71,0.0,0.0,0.0,0.0,0
68233,1,19,5,0,0,275,20,1.0,1.0,0.07,0.05,20,0.08,0.05,0.0,0.0,1.0,1.0,0.0,0
68234,1,24,9,296,667,8,19,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.01,0.01,0.0,4
68235,1,54,9,1481,336,1,2,0.0,0.0,1.0,0.0,158,0.79,0.02,0.01,0.0,0.0,0.0,0.0,4
68236,1,69,5,0,0,222,14,1.0,1.0,0.06,0.05,14,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0
68237,2,12,9,44,44,110,112,0.0,0.0,1.0,0.0,165,0.72,0.02,0.01,0.0,0.0,0.0,0.0,4
68238,1,24,9,223,2431,2,12,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68239,1,24,9,304,6208,6,6,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68240,2,49,9,207,0,2,2,0.0,0.0,1.0,0.0,60,0.88,0.03,0.88,0.0,0.0,0.0,0.0,1
68241,1,24,9,209,263,15,19,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68242,1,49,1,0,0,28,1,0.0,0.0,0.04,0.54,1,0.01,0.09,0.14,0.0,0.01,0.0,0.39,1
68243,1,20,5,0,0,12,1,1.0,1.0,0.08,0.33,26,0.1,0.06,0.0,0.0,1.0,1.0,0.0,0
68244,1,24,9,340,467,2,2,0.0,0.0,1.0,0.0,255,1.0,0.0,0.03,0.03,0.0,0.0,0.0,4
68245,1,24,9,324,1875,13,13,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68246,1,49,5,0,0,235,19,1.0,1.0,0.08,0.04,19,0.2,0.08,0.01,0.0,0.98,1.0,0.0,0
68247,1,54,9,736,334,1,2,0.0,0.0,1.0,0.0,100,0.39,0.03,0.0,0.0,0.0,0.0,0.0,4
68248,1,49,5,0,0,121,15,1.0,1.0,0.12,0.06,18,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0
68249,1,24,9,239,2761,3,3,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.01,4
68250,1,49,5,0,0,295,20,1.0,1.0,0.07,0.05,13,0.05,0.06,0.0,0.0,1.0,1.0,0.0,0
68251,1,24,1,0,0,1,1,0.0,0.0,1.0,0.0,14,1.0,0.0,0.09,0.21,0.0,0.0,1.0,4
68252,1,67,5,0,0,210,17,1.0,1.0,0.08,0.07,17,0.07,0.08,0.0,0.0,1.0,1.0,0.0,0
68253,2,12,9,45,144,77,157,0.0,0.0,0.99,0.03,216,0.85,0.02,0.0,0.0,0.0,0.0,0.0,4
68254,1,20,9,334,0,2,2,0.0,0.0,1.0,0.0,38,1.0,0.0,1.0,0.08,0.0,0.0,0.0,2
68255,0,14,9,8,0,1,34,0.0,0.0,1.0,0.0,245,1.0,0.0,1.0,0.25,0.0,0.0,0.0,1
68256,1,49,5,0,0,274,9,1.0,1.0,0.03,0.05,6,0.02,0.09,0.0,0.0,1.0,1.0,0.0,0
68257,1,49,5,0,0,116,1,1.0,1.0,0.01,0.07,10,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0
68258,1,24,9,295,40147,17,17,0.0,0.0,1.0,0.0,255,1.0,0.0,0.04,0.05,0.0,0.0,0.0,4
68259,1,56,3,0,0,200,2,0.65,0.5,0.01,0.41,2,0.01,0.32,0.78,0.0,0.51,0.5,0.27,1
68260,1,24,9,239,980,5,13,0.0,0.0,1.0,0.0,255,1.0,0.0,0.04,0.02,0.0,0.0,0.0,4
68261,1,49,5,0,0,226,14,1.0,1.0,0.06,0.04,14,0.16,0.09,0.01,0.0,0.98,1.0,0.0,0
68262,1,33,5,0,0,159,3,1.0,1.0,0.02,0.08,3,0.01,0.07,0.0,0.0,1.0,1.0,0.0,0
68263,1,49,4,0,0,1,1,0.0,0.0,1.0,0.0,1,0.0,0.6,0.6,0.0,0.0,0.0,0.6,1
68264,1,20,9,768,0,11,11,0.0,0.0,1.0,0.0,55,0.69,0.06,0.69,0.04,0.0,0.0,0.0,4
68265,0,65,9,182,0,2,1,0.0,0.0,0.5,1.0,26,0.1,0.01,0.12,0.0,0.0,0.0,0.0,4
68266,1,49,4,0,0,1,1,0.0,0.0,1.0,0.0,1,0.0,0.23,0.44,0.0,0.0,0.0,0.44,1
68267,2,49,9,28,0,19,19,0.0,0.0,1.0,0.0,19,0.07,0.02,0.07,0.0,0.0,0.0,0.0,0
68268,1,24,9,215,337,23,23,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,4
68269,1,49,5,0,0,289,4,1.0,1.0,0.01,0.06,5,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0
68270,1,24,9,332,5581,4,4,0.0,0.0,1.0,0.0,255,1.0,0.0,0.25,0.04,0.0,0.0,0.0,4
68271,1,24,9,169,1483,1,1,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.01,4
68272,1,54,9,843,328,1,1,0.0,0.0,1.0,0.0,75,0.44,0.04,0.01,0.0,0.01,0.0,0.0,4
68273,1,24,9,229,782,10,12,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68274,2,12,9,32,0,2,1,0.0,0.0,0.5,1.0,27,0.11,0.03,0.11,0.0,0.0,0.0,0.0,4
68275,0,14,9,8,0,1,31,0.0,0.0,1.0,0.0,255,1.0,0.0,1.0,0.5,0.0,0.0,0.0,1
68276,1,39,5,0,0,273,5,1.0,1.0,0.02,0.05,5,0.02,0.05,0.0,0.0,1.0,1.0,0.0,0
68277,1,66,5,0,0,131,5,1.0,1.0,0.04,0.07,5,0.02,0.06,0.0,0.0,1.0,1.0,0.0,0
68278,1,35,5,0,0,273,25,1.0,1.0,0.09,0.04,25,0.1,0.05,0.0,0.0,1.0,1.0,0.0,0
68279,1,20,9,4753,0,1,1,0.0,0.0,1.0,0.0,56,0.21,0.02,0.21,0.04,0.0,0.0,0.0,4
68280,1,24,9,337,398,5,7,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68281,1,44,1,0,0,511,1,0.14,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.2,0.0,0.8,1
68282,1,49,1,0,0,1,1,0.0,0.0,1.0,0.0,1,0.05,1.0,0.05,0.0,0.0,0.0,0.95,1
68283,1,24,1,0,0,1,2,0.0,0.0,1.0,0.0,167,0.87,0.03,0.01,0.0,0.0,0.0,0.87,4
68284,0,15,9,1032,0,511,511,0.0,0.0,1.0,0.0,136,0.53,0.04,0.53,0.0,0.0,0.0,0.0,0
68285,1,24,9,409,6033,6,6,0.0,0.0,1.0,0.0,245,1.0,0.0,0.01,0.18,0.0,0.0,0.16,4
68286,1,21,2,0,0,112,1,0.0,0.0,0.01,0.56,1,0.0,0.25,0.44,0.0,0.0,0.0,0.53,1
68287,1,24,9,202,1719,17,17,0.0,0.0,1.0,0.0,255,1.0,0.0,0.02,0.03,0.0,0.0,0.0,4
68288,1,49,5,0,0,253,3,1.0,1.0,0.01,0.06,18,0.07,0.06,0.0,0.0,1.0,1.0,0.0,0
68289,1,24,9,219,259,2,3,0.0,0.0,1.0,0.0,255,1.0,0.0,0.07,0.03,0.0,0.0,0.0,4
68290,1,24,9,190,1451,18,18,0.0,0.0,1.0,0.0,77,1.0,0.0,0.01,0.0,0.01,0.01,0.0,4
68291,0,15,9,1032,0,65,65,0.0,0.0,1.0,0.0,83,0.47,0.04,0.47,0.0,0.01,0.0,0.36,0
68292,1,20,9,501760,0,2,2,0.0,0.0,1.0,0.0,43,0.22,0.04,0.22,0.05,0.01,0.0,0.0,4
68293,1,49,5,0,0,114,19,1.0,1.0,0.17,0.05,13,0.05,0.06,0.0,0.0,1.0,1.0,0.0,0
68294,1,24,9,289,2377,6,9,0.0,0.0,1.0,0.0,255,1.0,0.0,0.04,0.06,0.0,0.0,0.0,4
68295,1,60,9,137,265184,1,1,0.0,0.0,1.0,0.0,18,0.11,0.03,0.01,0.0,0.0,0.0,0.0,4
68296,1,49,5,0,0,110,10,1.0,1.0,0.09,0.06,16,0.06,0.06,0.0,0.0,1.0,1.0,0.0,0
68297,2,12,9,46,46,209,208,0.0,0.0,1.0,0.01,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,4
68298,1,24,9,338,1462,7,7,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.01,4
68299,1,54,9,2013,368,1,1,0.0,0.0,1.0,0.0,193,0.72,0.01,0.0,0.01,0.0,0.0,0.0,4
68300,0,15,9,30,0,1,1,0.0,0.0,1.0,0.0,10,1.0,0.0,1.0,0.2,0.0,0.0,0.0,4
68301,1,2,1,0,0,193,13,0.0,0.0,0.07,0.07,13,0.05,0.07,0.0,0.0,0.0,0.0,1.0,0
68302,1,67,5,0,0,261,11,1.0,1.0,0.04,0.05,11,0.04,0.05,0.0,0.0,1.0,1.0,0.0,0
68303,1,69,1,0,0,210,6,0.0,0.0,0.03,0.07,6,0.02,0.08,0.0,0.0,0.0,0.0,1.0,0
68304,1,24,9,344,1484,9,9,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68305,1,24,9,347,1713,1,1,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68306,2,12,9,46,77,301,301,0.0,0.0,1.0,0.0,216,0.85,0.01,0.0,0.0,0.0,0.0,0.0,4
68307,1,20,5,0,0,273,24,1.0,1.0,0.09,0.05,24,0.09,0.05,0.0,0.0,1.0,1.0,0.0,0
68308,1,24,9,388,349,15,15,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,4
68309,1,24,9,376,892,17,17,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
68310,1,24,9,262,19994,1,1,0.0,0.0,1.0,0.0,255,1.0,0.0,0.25,0.05,0.0,0.0,0.0,4
68311,1,24,9,347,3275,8,8,0.0,0.0,1.0,0.0,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,4
68312,1,49,5,0,0,129,1,1.0,1.0,0.01,0.06,12,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0
68313,1,54,9,2488,370,1,1,0.0,0.0,1.0,0.0,129,0.53,0.02,0.01,0.02,0.0,0.0,0.0,4
